ONET_SOC_CODE,title,essential_skills_importance_ranked,essential_skills_level_ranked,essential_skills_reading_comprehension_importance,essential_skills_reading_comprehension_level,essential_skills_active_listening_importance,essential_skills_active_listening_level,essential_skills_writing_importance,essential_skills_writing_level,essential_skills_speaking_importance,essential_skills_speaking_level,essential_skills_mathematics_importance,essential_skills_mathematics_level,essential_skills_science_importance,essential_skills_science_level,essential_skills_critical_thinking_importance,essential_skills_critical_thinking_level,essential_skills_active_learning_importance,essential_skills_active_learning_level,essential_skills_learning_strategies_importance,essential_skills_learning_strategies_level,essential_skills_monitoring_importance,essential_skills_monitoring_level
33-9032.00,Security Guards,active_listening|monitoring|speaking|critical_thinking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,monitoring|reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,3.0,3.0,3.75,3.0,2.75,2.75,3.25,3.0,2.0,1.25,1.5,0.62,3.12,3.0,2.88,2.75,2.62,2.25,3.38,3.12
33-9091.00,Crossing Guards and Flaggers,speaking|active_listening|monitoring|critical_thinking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,active_listening|monitoring|speaking|critical_thinking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.25,2.0,2.88,2.75,2.0,1.75,3.12,2.5,1.62,0.62,1.0,0.0,2.75,2.5,2.25,1.62,1.88,0.88,2.88,2.62
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",monitoring|speaking|active_listening|learning_strategies|critical_thinking|reading_comprehension|active_learning|writing|science|mathematics,monitoring|active_listening|speaking|critical_thinking|learning_strategies|reading_comprehension|active_learning|writing|mathematics|science,2.88,2.88,3.12,3.12,2.5,2.62,3.5,3.0,1.38,0.62,1.5,0.62,3.0,3.0,2.75,2.75,3.12,3.0,3.75,3.5
33-9093.00,Transportation Security Screeners,speaking|monitoring|active_listening|critical_thinking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,active_listening|critical_thinking|monitoring|reading_comprehension|speaking|active_learning|learning_strategies|writing|mathematics|science,3.0,3.0,3.25,3.5,2.88,2.62,3.38,3.0,1.88,1.62,1.75,1.0,3.25,3.5,2.88,3.0,2.5,2.75,3.38,3.12
33-9094.00,School Bus Monitors,monitoring|speaking|active_listening|critical_thinking|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,monitoring|active_listening|speaking|critical_thinking|writing|reading_comprehension|learning_strategies|active_learning|mathematics|science,2.75,2.0,3.0,2.75,2.75,2.38,3.25,2.62,1.62,0.62,1.0,0.0,2.88,2.5,2.12,1.62,2.0,2.0,3.75,3.12
33-9099.02,Retail Loss Prevention Specialists,critical_thinking|active_listening|speaking|monitoring|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|speaking|monitoring|active_listening|writing|active_learning|mathematics|learning_strategies|science,3.25,3.62,3.5,3.25,3.12,3.25,3.5,3.5,2.62,2.75,1.25,0.25,3.75,3.62,3.25,3.0,2.88,2.75,3.5,3.5
35-1011.00,Chefs and Head Cooks,monitoring|speaking|critical_thinking|active_listening|reading_comprehension|active_learning|learning_strategies|writing|mathematics|science,monitoring|speaking|critical_thinking|active_learning|reading_comprehension|active_listening|learning_strategies|writing|mathematics|science,3.5,3.5,3.62,3.5,3.12,3.12,3.88,3.88,3.0,3.0,1.75,1.0,3.75,3.88,3.38,3.75,3.25,3.25,4.0,4.12
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,speaking|monitoring|active_listening|reading_comprehension|critical_thinking|learning_strategies|writing|mathematics|active_learning|science,speaking|monitoring|critical_thinking|reading_comprehension|writing|active_learning|learning_strategies|active_listening|mathematics|science,3.25,3.62,3.75,3.0,3.0,3.12,3.88,4.0,3.0,3.0,1.0,0.0,3.12,3.75,3.0,3.12,3.12,3.12,3.88,4.0
35-2011.00,"Cooks, Fast Food",active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,active_listening|reading_comprehension|critical_thinking|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,2.75,2.38,3.0,2.5,2.12,2.0,2.88,2.0,1.88,1.5,1.0,0.0,2.62,2.12,2.0,2.0,2.0,1.88,2.62,2.12
35-2012.00,"Cooks, Institution and Cafeteria",speaking|monitoring|active_listening|critical_thinking|reading_comprehension|mathematics|active_learning|writing|learning_strategies|science,active_listening|monitoring|reading_comprehension|speaking|critical_thinking|active_learning|mathematics|learning_strategies|writing|science,2.88,2.88,3.0,3.0,2.75,2.62,3.12,2.88,2.88,2.75,1.0,0.0,3.0,2.88,2.88,2.88,2.75,2.75,3.12,3.0
35-2013.00,"Cooks, Private Household",critical_thinking|reading_comprehension|active_listening|speaking|monitoring|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_learning|monitoring|active_listening|speaking|writing|learning_strategies|mathematics|science,3.0,3.0,3.0,2.88,2.88,2.75,3.0,2.88,2.25,2.0,1.38,0.5,3.25,3.12,2.88,3.0,2.75,2.38,3.0,3.0
35-2014.00,"Cooks, Restaurant",speaking|critical_thinking|monitoring|active_listening|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,critical_thinking|monitoring|active_listening|speaking|active_learning|reading_comprehension|mathematics|writing|learning_strategies|science,2.75,2.5,2.88,2.75,2.25,2.12,3.0,2.75,2.25,2.38,1.38,0.38,3.0,3.12,2.75,2.75,2.0,2.12,3.0,3.12
35-2015.00,"Cooks, Short Order",reading_comprehension|active_listening|speaking|critical_thinking|monitoring|active_learning|writing|mathematics|learning_strategies|science,critical_thinking|monitoring|speaking|reading_comprehension|active_listening|active_learning|writing|mathematics|learning_strategies|science,3.12,2.38,3.12,2.38,2.25,2.12,3.0,2.5,2.12,2.0,1.0,0.0,2.88,2.88,2.38,2.38,2.0,2.0,2.88,2.62
35-2021.00,Food Preparation Workers,active_listening|speaking|critical_thinking|reading_comprehension|monitoring|mathematics|active_learning|learning_strategies|writing|science,active_listening|speaking|reading_comprehension|critical_thinking|learning_strategies|active_learning|monitoring|writing|mathematics|science,2.62,2.0,3.0,2.38,1.88,1.75,2.88,2.12,2.0,1.75,1.0,0.0,2.75,2.0,2.0,1.88,2.0,2.0,2.5,1.88
35-3011.00,Bartenders,active_listening|speaking|critical_thinking|reading_comprehension|active_learning|monitoring|learning_strategies|writing|mathematics|science,active_listening|reading_comprehension|writing|speaking|active_learning|monitoring|critical_thinking|learning_strategies|mathematics|science,3.0,3.0,3.75,3.12,2.75,3.0,3.12,3.0,2.25,2.12,1.0,0.0,3.12,2.88,3.0,3.0,2.88,2.88,3.0,3.0
35-3023.00,Fast Food and Counter Workers,active_listening|monitoring|speaking|critical_thinking|reading_comprehension|writing|mathematics|learning_strategies|active_learning|science,critical_thinking|active_listening|monitoring|reading_comprehension|speaking|learning_strategies|mathematics|writing|active_learning|science,2.38,2.12,3.0,2.25,2.0,1.75,2.62,2.0,2.0,1.88,1.0,0.0,2.5,2.5,1.88,1.62,2.0,2.0,2.88,2.25
35-3023.01,Baristas,active_listening|speaking|monitoring|reading_comprehension|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,speaking|reading_comprehension|monitoring|active_listening|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,2.88,2.75,3.38,2.62,2.5,2.25,3.25,2.88,1.88,1.62,1.0,0.0,2.62,2.62,2.5,2.5,2.0,2.0,3.0,2.75
35-3031.00,Waiters and Waitresses,active_listening|speaking|monitoring|critical_thinking|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,critical_thinking|speaking|monitoring|active_listening|active_learning|reading_comprehension|writing|learning_strategies|mathematics|science,2.75,2.12,3.5,2.5,2.12,2.0,3.5,2.62,2.12,1.88,1.0,0.0,2.88,2.88,2.5,2.25,2.0,2.0,3.0,2.62
35-3041.00,"Food Servers, Nonrestaurant",active_listening|speaking|reading_comprehension|critical_thinking|monitoring|writing|mathematics|active_learning|learning_strategies|science,speaking|active_listening|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.88,2.12,3.0,2.38,2.0,2.12,3.0,2.5,2.0,1.5,1.0,0.0,2.88,2.38,2.0,2.12,2.0,2.12,2.75,2.25
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,active_listening|speaking|monitoring|critical_thinking|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|speaking|active_learning|monitoring|reading_comprehension|active_listening|learning_strategies|writing|mathematics|science,2.38,2.0,3.0,2.0,2.0,1.25,2.88,2.12,1.88,1.25,1.0,0.0,2.75,2.25,2.12,2.12,2.0,2.0,2.88,2.12
35-9021.00,Dishwashers,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|learning_strategies|active_learning|writing|mathematics|science,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,2.0,1.88,2.62,2.0,1.75,1.5,2.5,2.0,1.5,0.5,1.0,0.0,2.5,2.0,1.88,1.75,2.0,1.25,2.5,2.0
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",active_listening|speaking|reading_comprehension|monitoring|critical_thinking|active_learning|writing|learning_strategies|mathematics|science,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.88,2.12,3.5,2.88,2.12,2.0,3.12,2.88,1.88,1.62,1.0,0.0,2.75,2.62,2.62,2.0,2.0,2.0,2.88,2.38
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,speaking|monitoring|active_listening|critical_thinking|learning_strategies|reading_comprehension|writing|active_learning|mathematics|science,monitoring|speaking|reading_comprehension|critical_thinking|active_listening|writing|learning_strategies|active_learning|mathematics|science,3.0,3.25,3.12,3.12,2.88,3.0,3.25,3.38,2.12,2.12,1.0,0.0,3.12,3.25,2.88,2.88,3.12,3.0,3.25,3.88
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",monitoring|active_listening|speaking|critical_thinking|reading_comprehension|active_learning|learning_strategies|writing|mathematics|science,speaking|active_listening|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,3.12,3.62,3.88,3.88,3.0,3.0,3.75,4.0,2.88,2.88,1.62,1.0,3.75,3.75,3.12,3.0,3.12,3.0,4.0,3.75
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",active_listening|speaking|critical_thinking|monitoring|active_learning|reading_comprehension|writing|learning_strategies|mathematics|science,reading_comprehension|active_listening|writing|monitoring|speaking|critical_thinking|active_learning|learning_strategies|mathematics|science,2.5,2.25,3.0,2.25,2.38,2.25,3.0,2.12,1.38,0.62,1.0,0.0,2.75,2.12,2.62,2.12,2.12,1.5,2.75,2.25
37-2012.00,Maids and Housekeeping Cleaners,active_listening|speaking|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|monitoring|active_learning|learning_strategies|mathematics|science,2.62,2.12,2.75,2.12,2.12,2.0,2.75,2.12,1.88,1.0,1.0,0.0,2.75,2.12,2.12,1.62,2.12,1.5,2.75,2.0
37-2021.00,Pest Control Workers,active_listening|critical_thinking|writing|speaking|monitoring|active_learning|reading_comprehension|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_listening|writing|speaking|monitoring|active_learning|learning_strategies|mathematics|science,3.0,3.0,3.75,3.0,3.62,3.0,3.62,3.0,2.62,2.62,2.0,1.75,3.75,3.38,3.12,2.88,2.75,2.75,3.62,3.0
37-3011.00,Landscaping and Groundskeeping Workers,critical_thinking|active_listening|speaking|monitoring|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,active_listening|reading_comprehension|speaking|active_learning|monitoring|critical_thinking|learning_strategies|writing|mathematics|science,2.0,1.88,2.38,2.12,1.75,0.88,2.38,1.88,1.5,0.5,1.25,0.25,2.62,1.62,1.88,1.75,1.75,1.38,2.38,1.75
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",reading_comprehension|active_listening|critical_thinking|speaking|monitoring|writing|active_learning|mathematics|learning_strategies|science,active_listening|speaking|monitoring|reading_comprehension|critical_thinking|mathematics|active_learning|writing|learning_strategies|science,2.88,2.75,2.88,3.0,2.5,2.0,2.75,2.88,2.12,2.12,1.88,1.0,2.88,2.75,2.5,2.12,2.0,2.0,2.62,2.88
37-3013.00,Tree Trimmers and Pruners,critical_thinking|monitoring|speaking|active_listening|reading_comprehension|active_learning|writing|learning_strategies|mathematics|science,critical_thinking|monitoring|speaking|active_listening|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.62,2.5,2.88,2.62,2.5,2.5,3.0,2.75,1.88,1.38,1.75,0.88,3.25,3.0,2.62,2.12,2.25,2.0,3.12,3.0
39-1013.00,First-Line Supervisors of Gambling Services Workers,monitoring|active_listening|speaking|reading_comprehension|critical_thinking|writing|active_learning|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|speaking|monitoring|active_listening|writing|active_learning|learning_strategies|mathematics|science,3.62,3.62,3.75,3.5,3.38,3.25,3.75,3.62,2.62,2.38,1.25,0.38,3.62,3.88,3.0,3.0,2.75,2.75,3.88,3.62
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",speaking|reading_comprehension|active_listening|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|speaking|active_listening|critical_thinking|writing|learning_strategies|monitoring|active_learning|mathematics|science,3.38,3.75,3.38,3.5,3.25,3.38,3.5,3.75,2.5,2.25,1.12,0.12,3.38,3.5,3.0,2.88,3.0,3.12,3.38,3.12
39-1022.00,First-Line Supervisors of Personal Service Workers,active_listening|critical_thinking|speaking|reading_comprehension|writing|monitoring|active_learning|learning_strategies|mathematics|science,active_listening|critical_thinking|reading_comprehension|speaking|monitoring|writing|learning_strategies|active_learning|mathematics|science,3.62,3.75,3.88,3.88,3.25,3.12,3.75,3.75,2.12,2.12,1.38,0.5,3.88,3.88,3.12,3.0,3.12,3.12,3.25,3.62
39-2011.00,Animal Trainers,speaking|learning_strategies|critical_thinking|active_learning|active_listening|monitoring|reading_comprehension|writing|mathematics|science,learning_strategies|monitoring|critical_thinking|reading_comprehension|active_learning|active_listening|speaking|writing|mathematics|science,2.88,3.12,3.12,3.0,2.88,2.75,3.5,3.0,1.88,1.62,1.75,1.38,3.38,3.38,3.25,3.12,3.5,3.88,3.12,3.5
39-2021.00,Animal Caretakers,monitoring|reading_comprehension|active_listening|speaking|writing|critical_thinking|active_learning|mathematics|learning_strategies|science,active_listening|reading_comprehension|critical_thinking|monitoring|speaking|writing|active_learning|learning_strategies|mathematics|science,3.0,2.88,3.0,3.0,2.75,2.5,2.88,2.75,2.0,1.88,1.5,0.5,2.75,2.88,2.38,2.12,2.0,2.0,3.12,2.88
39-3011.00,Gambling Dealers,active_listening|speaking|reading_comprehension|monitoring|mathematics|critical_thinking|writing|active_learning|learning_strategies|science,active_listening|monitoring|speaking|critical_thinking|reading_comprehension|active_learning|writing|mathematics|learning_strategies|science,3.0,2.62,3.38,3.0,2.25,2.25,3.38,2.88,2.75,2.0,1.0,0.0,2.75,2.88,2.25,2.38,2.0,2.0,3.0,3.0
39-3012.00,Gambling and Sports Book Writers and Runners,active_listening|speaking|monitoring|mathematics|writing|critical_thinking|reading_comprehension|active_learning|learning_strategies|science,reading_comprehension|active_listening|monitoring|speaking|critical_thinking|writing|mathematics|active_learning|learning_strategies|science,2.75,3.12,3.5,3.12,2.88,2.75,3.12,2.88,3.0,2.75,1.25,0.25,2.88,2.88,2.62,2.5,2.25,2.12,3.12,3.12
39-3021.00,Motion Picture Projectionists,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,reading_comprehension|active_listening|speaking|monitoring|writing|critical_thinking|active_learning|learning_strategies|mathematics|science,3.0,3.0,3.0,3.0,2.12,2.75,3.0,2.88,1.5,0.5,1.0,0.0,2.88,2.75,2.12,2.12,2.0,2.0,2.88,2.88
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",active_listening|speaking|reading_comprehension|critical_thinking|monitoring|active_learning|writing|learning_strategies|mathematics|science,active_listening|critical_thinking|speaking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.75,2.12,3.12,3.0,2.0,2.0,3.12,2.62,1.75,0.75,1.0,0.0,2.75,2.75,2.5,2.0,1.88,0.88,2.75,2.5
39-3091.00,Amusement and Recreation Attendants,speaking|active_listening|monitoring|critical_thinking|writing|reading_comprehension|active_learning|learning_strategies|mathematics|science,speaking|critical_thinking|active_listening|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.38,2.0,3.0,2.5,2.5,2.0,3.25,2.75,2.0,1.75,1.0,0.0,2.75,2.75,2.38,2.0,2.12,2.0,2.88,2.38
