O*NET-SOC Code,Title,specific_interest_areas_ranked,specific_interest_areas_ds_accounting_value,specific_interest_areas_ds_agriculture_value,specific_interest_areas_ds_animal_service_value,specific_interest_areas_ds_applied_arts_and_design_value,specific_interest_areas_ds_athletics_value,specific_interest_areas_ds_business_initiatives_value,specific_interest_areas_ds_construction_woodwork_value,specific_interest_areas_ds_creative_writing_value,specific_interest_areas_ds_culinary_art_value,specific_interest_areas_ds_engineering_value,specific_interest_areas_ds_finance_value,specific_interest_areas_ds_health_care_service_value,specific_interest_areas_ds_human_resources_value,specific_interest_areas_ds_humanities_value,specific_interest_areas_ds_information_technology_value,specific_interest_areas_ds_law_value,specific_interest_areas_ds_life_science_value,specific_interest_areas_ds_management_administration_value,specific_interest_areas_ds_marketing_advertising_value,specific_interest_areas_ds_mathematics_statistics_value,specific_interest_areas_ds_mechanics_electronics_value,specific_interest_areas_ds_media_value,specific_interest_areas_ds_medical_science_value,specific_interest_areas_ds_music_value,specific_interest_areas_ds_nature_outdoors_value,specific_interest_areas_ds_office_work_value,specific_interest_areas_ds_performing_arts_value,specific_interest_areas_ds_personal_service_value,specific_interest_areas_ds_physical_manual_labor_value,specific_interest_areas_ds_physical_science_value,specific_interest_areas_ds_politics_value,specific_interest_areas_ds_professional_advising_value,specific_interest_areas_ds_protective_service_value,specific_interest_areas_ds_public_speaking_value,specific_interest_areas_ds_religious_activities_value,specific_interest_areas_ds_sales_value,specific_interest_areas_ds_social_science_value,specific_interest_areas_ds_social_service_value,specific_interest_areas_ds_teaching_education_value,specific_interest_areas_ds_transportation_machine_operation_value,specific_interest_areas_ds_visual_arts_value,specific_interest_areas_oi_accounting_value,specific_interest_areas_oi_agriculture_value,specific_interest_areas_oi_animal_service_value,specific_interest_areas_oi_applied_arts_and_design_value,specific_interest_areas_oi_athletics_value,specific_interest_areas_oi_business_initiatives_value,specific_interest_areas_oi_construction_woodwork_value,specific_interest_areas_oi_creative_writing_value,specific_interest_areas_oi_culinary_art_value,specific_interest_areas_oi_engineering_value,specific_interest_areas_oi_finance_value,specific_interest_areas_oi_health_care_service_value,specific_interest_areas_oi_human_resources_value,specific_interest_areas_oi_humanities_value,specific_interest_areas_oi_information_technology_value,specific_interest_areas_oi_law_value,specific_interest_areas_oi_life_science_value,specific_interest_areas_oi_management_administration_value,specific_interest_areas_oi_marketing_advertising_value,specific_interest_areas_oi_mathematics_statistics_value,specific_interest_areas_oi_mechanics_electronics_value,specific_interest_areas_oi_media_value,specific_interest_areas_oi_medical_science_value,specific_interest_areas_oi_music_value,specific_interest_areas_oi_nature_outdoors_value,specific_interest_areas_oi_office_work_value,specific_interest_areas_oi_performing_arts_value,specific_interest_areas_oi_personal_service_value,specific_interest_areas_oi_physical_manual_labor_value,specific_interest_areas_oi_physical_science_value,specific_interest_areas_oi_politics_value,specific_interest_areas_oi_professional_advising_value,specific_interest_areas_oi_protective_service_value,specific_interest_areas_oi_public_speaking_value,specific_interest_areas_oi_religious_activities_value,specific_interest_areas_oi_sales_value,specific_interest_areas_oi_social_science_value,specific_interest_areas_oi_social_service_value,specific_interest_areas_oi_teaching_education_value,specific_interest_areas_oi_transportation_machine_operation_value,specific_interest_areas_oi_visual_arts_value
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.27,1.06,1.0,2.4,1.0,1.0,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,1.0,1.0,1.32,1.0,1.0,1.0,1.11,1.05,1.0,1.18,6.02,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.11,1.46,1.3
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.04,1.0,1.0,1.09,1.0,2.5,1.0,1.0,2.5,1.0,1.06,1.07,1.0,1.0,1.0,1.0,1.17,1.0,1.53,3.07,1.0,1.0,1.0,1.22,1.06,1.0,1.18,6.22,1.1,1.0,1.0,1.0,1.03,1.0,1.06,1.0,1.06,1.16,1.8,1.0
47-3016.00,Helpers--Roofers,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.06,1.0,2.67,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,1.0,1.15,1.41,1.0,1.0,1.0,1.15,1.0,1.0,1.09,6.53,1.0,1.0,1.0,1.08,1.0,1.0,1.02,1.0,1.03,1.05,2.18,1.0
47-4011.00,Construction and Building Inspectors,mechanics_electronics|construction_woodwork|engineering|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.0,1.0,1.13,1.0,1.2,4.01,1.07,1.0,4.71,1.23,1.06,1.35,1.0,1.71,3.09,1.0,2.52,1.0,2.25,3.62,1.12,1.03,1.0,1.32,1.95,1.0,1.34,2.23,1.9,1.38,1.22,2.6,2.12,1.0,1.16,1.13,1.1,1.42,1.7,1.11
47-4021.00,Elevator and Escalator Installers and Repairers,engineering|physical_manual_labor|mechanics_electronics|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.03,1.86,1.0,1.0,4.95,1.0,1.0,1.07,1.0,1.62,1.11,1.0,1.38,1.0,1.67,6.55,1.0,1.0,1.0,1.0,1.16,1.0,1.18,5.72,1.22,1.0,1.01,1.23,1.03,1.0,1.04,1.0,1.05,1.16,2.01,1.02
47-4031.00,Fence Erectors,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.42,1.02,1.08,1.06,1.07,3.3,1.0,1.0,1.91,1.07,1.0,1.18,1.0,1.0,1.07,1.0,1.38,1.08,1.23,1.65,1.0,1.0,1.0,1.52,1.04,1.0,1.31,6.48,1.05,1.0,1.06,1.16,1.08,1.0,1.5,1.0,1.05,1.08,2.07,1.07
47-4041.00,Hazardous Materials Removal Workers,transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.09,1.0,1.0,1.09,1.01,2.29,1.0,1.0,1.88,1.0,1.23,1.04,1.0,1.03,1.22,1.51,1.41,1.0,1.18,2.25,1.0,1.42,1.0,1.78,1.12,1.0,1.18,6.32,1.58,1.03,1.0,2.29,1.16,1.0,1.02,1.0,1.05,1.16,4.27,1.0
47-4051.00,Highway Maintenance Workers,transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.09,1.02,1.0,1.06,1.0,2.29,1.0,1.0,1.91,1.0,1.0,1.14,1.0,1.0,1.0,1.0,1.35,1.0,1.05,2.79,1.0,1.0,1.0,2.84,1.06,1.0,1.18,6.68,1.05,1.06,1.0,1.44,1.16,1.0,1.0,1.0,1.06,1.16,6.22,1.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,mechanics_electronics|transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.03,1.06,1.0,1.0,1.0,1.0,2.16,1.0,1.0,2.92,1.0,1.0,1.04,1.0,1.05,1.0,1.0,1.26,1.0,1.1,4.14,1.0,1.0,1.0,1.49,1.06,1.0,1.0,6.48,1.1,1.0,1.0,1.32,1.0,1.0,1.0,1.0,1.0,1.03,5.74,1.0
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.06,1.0,1.0,1.06,1.0,1.7,1.0,1.0,1.94,1.0,1.06,1.21,1.0,1.0,1.0,1.08,1.41,1.0,1.34,2.72,1.0,1.05,1.0,1.24,1.21,1.0,1.18,6.27,1.1,1.0,1.01,1.23,1.03,1.0,1.12,1.0,1.05,1.05,4.96,1.0
47-4091.00,Segmental Pavers,construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.03,1.0,1.49,1.03,1.0,2.81,1.0,1.0,1.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,1.0,1.26,1.59,1.0,1.0,1.0,1.54,1.01,1.0,1.18,6.48,1.03,1.0,1.02,1.0,1.05,1.0,1.1,1.0,1.0,1.08,2.0,1.23
47-5011.00,"Derrick Operators, Oil and Gas",engineering|mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.04,1.0,1.0,1.14,1.01,1.34,1.0,1.0,3.82,1.0,1.0,1.21,1.0,1.16,1.0,1.0,1.71,1.0,1.56,5.22,1.0,1.0,1.0,1.15,1.05,1.0,1.0,6.22,1.42,1.0,1.03,1.04,1.05,1.0,1.0,1.0,1.0,1.19,2.7,1.0
47-5012.00,"Rotary Drill Operators, Oil and Gas",engineering|mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.11,1.0,1.0,1.03,1.18,1.34,1.0,1.0,3.94,1.05,1.0,1.86,1.0,1.05,1.0,1.08,2.73,1.0,1.65,5.59,1.0,1.0,1.0,1.22,1.14,1.0,1.0,5.97,1.61,1.06,1.16,1.12,1.22,1.0,1.0,1.0,1.03,1.45,3.31,1.0
47-5013.00,"Service Unit Operators, Oil and Gas",transportation_machine_operation|mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.51,1.09,1.0,1.0,1.0,1.2,1.41,1.0,1.0,3.64,1.2,1.0,1.32,1.0,1.22,1.0,1.05,1.56,1.05,1.62,5.34,1.0,1.0,1.0,1.25,1.17,1.0,1.15,5.91,1.76,1.0,1.06,1.12,1.19,1.0,1.12,1.0,1.0,1.14,5.27,1.0
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",mechanics_electronics|physical_manual_labor|transportation_machine_operation|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.13,1.13,1.0,1.0,1.03,1.0,2.02,1.0,1.0,2.81,1.0,1.0,1.0,1.0,1.08,1.0,1.0,1.14,1.0,1.07,3.36,1.0,1.0,1.0,1.81,1.03,1.0,1.0,4.93,1.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,6.18,1.0
47-5023.00,"Earth Drillers, Except Oil and Gas",mechanics_electronics|transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.34,1.0,1.0,1.03,1.03,1.47,1.0,1.0,3.49,1.0,1.0,1.0,1.0,1.16,1.0,1.23,1.44,1.0,1.5,4.11,1.0,1.0,1.0,1.87,1.06,1.0,1.0,5.96,2.27,1.03,1.0,1.23,1.11,1.0,1.0,1.0,1.0,1.08,5.35,1.0
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",engineering|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79,1.11,1.0,1.0,1.06,1.14,1.34,1.02,1.0,3.67,1.05,1.06,1.28,1.0,1.33,1.8,1.13,1.71,1.0,2.28,2.66,1.05,1.0,1.0,1.84,1.26,1.0,1.06,5.82,2.28,1.14,1.03,2.1,1.16,1.0,1.12,1.03,1.0,1.16,1.7,1.0
47-5041.00,Continuous Mining Machine Operators,mechanics_electronics|transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.07,1.0,1.0,1.0,1.0,1.0,1.28,1.0,1.0,2.61,1.0,1.03,1.0,1.0,1.03,1.22,1.03,1.17,1.0,1.13,5.05,1.0,1.0,1.0,1.13,1.03,1.0,1.0,6.22,1.28,1.03,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.11,5.82,1.0
47-5043.00,"Roof Bolters, Mining",transportation_machine_operation|mechanics_electronics|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.93,1.0,1.0,2.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15,4.07,1.0,1.0,1.0,1.15,1.01,1.0,1.0,6.48,1.18,1.0,1.0,1.28,1.0,1.0,1.0,1.0,1.0,1.14,3.2,1.0
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",mechanics_electronics|transportation_machine_operation|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,1.0,1.0,2.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,4.3,1.0,1.0,1.0,1.04,1.0,1.0,1.0,6.22,1.1,1.0,1.0,1.04,1.0,1.0,1.0,1.0,1.0,1.0,6.14,1.0
47-5051.00,"Rock Splitters, Quarry",construction_woodwork|physical_manual_labor|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|social_service|teaching_education|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.11,1.0,1.03,1.03,1.0,2.26,1.0,1.0,1.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,1.41,1.0,1.0,1.0,1.57,1.01,1.0,1.0,6.63,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.83,1.11
